algorithm1,algorithm2,label
F30_SubStrFind/A20_F30_O_A07_WhileTrue,F04_Fibonacci/A21_F04_O_A01_DuffStyleLoop,0
F34_CharFrequency/A09_F34_O_A01_Flattening,F34_CharFrequency/A19_F34_O_A01_LongLong,1
F17_ArrayRotate/A09_F17_O_A01_Flattening,F17_ArrayRotate/A18_F17_O_A04_WhileTrue,1
F28_IsPalindrome/A05_F28_S_BitwiseXor,F38_ReverseWords/A16_F38_O_A05_DeadLoop,0
F44_ByteSwap/A17_F44_S_Register_Simulation,F44_ByteSwap/A18_F44_O_A17_Unrolled_Loop,1
F25_ArrayAverage/A13_F25_O_A01_Ternary,F25_ArrayAverage/A19_F25_O_A01_JumpTable,1
F13_QuickSort/A08_F13_O_A01_CFP,F04_Fibonacci/A02_F04_S_Recursive,0
F13_QuickSort/A02_F13_S_HoarePartition,F45_GrayCode/A04_F45_S_Math,0
F21_ShellSort/A21_F21_O_A01_StackSim,F03_Factorial/A21_F03_O_A20_JumpTable,0
F04_Fibonacci/A14_F04_O_A01_VariableSplitting,F01_Sum/A17_F01_O_A16_Nested,0
F27_StrCmp/A03_F27_S_Recursive,F21_ShellSort/A21_F21_O_A01_StackSim,0
F36_CaseToggle/A12_F36_O_A02_VarSplit,F31_WordCount/A12_F31_O_A01_VarSplit,0
F22_InsertionSort/A03_F22_S_Recursive,F22_InsertionSort/A09_F22_O_A06_MathIdent,1
F34_CharFrequency/A14_F34_O_A03_TernaryRec,F34_CharFrequency/A18_F34_O_A08_StateFlag,1
F50_IntToRoman/A04_F50_O_A01_Flattening,F50_IntToRoman/A11_F50_S_Bitwise_Simulated_Reduction,1
F10_Log2/A21_F10_O_A01_Bitfield,F38_ReverseWords/A20_F38_O_A02_RecursivePointer,0
F21_ShellSort/A18_F21_O_A04_DoublePtr,F03_Factorial/A16_F03_S_LookupTable,0
F27_StrCmp/A10_F27_O_A02_Goto,F38_ReverseWords/A16_F38_O_A05_DeadLoop,0
F24_ArraySum/A18_F24_O_A05_VarSplit,F29_AnagramCheck/A13_F29_O_A03_Bitwise,0
F38_ReverseWords/A17_F38_O_A03_LogicSplit,F38_ReverseWords/A18_F38_O_A04_StructSim,1
F17_ArrayRotate/A08_F17_S_BinarySplit,F17_ArrayRotate/A21_F17_O_A01_Recursion,1
F50_IntToRoman/A04_F50_O_A01_Flattening,F50_IntToRoman/A21_F50_S_Modulo_Recursive,1
F03_Factorial/A12_F03_S_GammaApprox,F03_Factorial/A15_F03_O_A14_Ternary,1
F25_ArrayAverage/A01_F25_S_ClassicDouble,F25_ArrayAverage/A11_F25_O_A01_DoubleNeg,1
F49_CaesarCipher/A04_F49_S_LookupTable,F49_CaesarCipher/A15_F49_O_A01_LoopUnrollSubstitute,1
F34_CharFrequency/A10_F34_O_A02_Opaque,F21_ShellSort/A07_F21_S_LinearScan,0
F44_ByteSwap/A03_F44_S_Pointer_Arithmetic,F44_ByteSwap/A13_F44_S_XOR_Swap,1
F29_AnagramCheck/A15_F29_O_A02_NestedFlatten,F28_IsPalindrome/A12_F28_O_A05_InstructionSub,0
F04_Fibonacci/A03_F04_S_BinetFormula,F04_Fibonacci/A11_F04_O_A03_TaylorSeriesExp,1
F10_Log2/A01_F10_S_ShiftCount,F10_Log2/A03_F10_S_MathChangeBase,1
F21_ShellSort/A08_F21_S_SedgewickLow,F33_LCP/A07_F33_O_A01_Goto,0
F13_QuickSort/A09_F13_O_A03_Ternary,F43_IsPowerOfTwo/A14_F43_O_A03_Arithmetic,0
F04_Fibonacci/A15_F04_O_A06_BitwiseShiftReplace,F23_LinearSearch/A08_F23_O_A01_CFP_Switch,0
F10_Log2/A15_F10_O_A05_VariableSplit,F45_GrayCode/A03_F45_S_Recursive,0
F14_ArrayReverse/A01_F14_S_TwoPointer,F14_ArrayReverse/A11_F14_O_A02_Opaque,1
F24_ArraySum/A19_F24_O_A01_JumpTable,F17_ArrayRotate/A17_F17_O_A03_Long,0
F22_InsertionSort/A15_F22_O_A03_TailRec,F22_InsertionSort/A16_F22_O_A01_Opaque,1
F39_TitleCase/A21_F39_O_A07_BufferShuffle,F25_ArrayAverage/A15_F25_O_A01_Opaque,0
F45_GrayCode/A05_F45_S_Byte,F45_GrayCode/A21_F45_O_A01_Proxy,1
F50_IntToRoman/A07_F50_S_Pointer_Buffer_Fill,F03_Factorial/A14_F03_S_Decrement,0
F04_Fibonacci/A11_F04_O_A03_TaylorSeriesExp,F04_Fibonacci/A16_F04_O_A01_DeadCodeInjection,1
F32_StrCompress/A19_F32_O_A01_DoubleLoop,F40_HexToInt/A03_F40_S_LUT,0
F23_LinearSearch/A10_F23_O_A02_OpaquePredicate,F33_LCP/A09_F33_O_A02_MathIdent,0
F40_HexToInt/A13_F40_O_A03_Indirection,F23_LinearSearch/A09_F23_O_A02_TernaryRec,0
F10_Log2/A15_F10_O_A05_VariableSplit,F34_CharFrequency/A09_F34_O_A01_Flattening,0
F43_IsPowerOfTwo/A11_F43_O_A03_Goto,F43_IsPowerOfTwo/A21_F43_O_A01_LongLongPromote,1
F36_CaseToggle/A07_F36_S_MaskAndValidation,F36_CaseToggle/A09_F36_O_A01_Flattening,1
F22_InsertionSort/A03_F22_S_Recursive,F22_InsertionSort/A15_F22_O_A03_TailRec,1
F01_Sum/A05_F01_O_A04_Opaque,F01_Sum/A12_F01_O_A10_DoWhile,1
F46_Base64Encode/A03_F46_S_UnionLogic,F30_SubStrFind/A20_F30_O_A07_WhileTrue,0
F21_ShellSort/A17_F21_O_A03_LogicInvert,F33_LCP/A18_F33_O_A03_JumpTable,0
F27_StrCmp/A17_F27_O_A01_Macro,F32_StrCompress/A03_F32_S_Recursive,0
F11_BinarySearch/A09_F11_O_A01_Flattening,F11_BinarySearch/A17_F11_O_A08_Long,1
F39_TitleCase/A06_F39_S_LookBehind,F39_TitleCase/A15_F39_O_A01_FakeBranch,1
F26_StrLen/A14_F26_O_A04_DivideConquer,F49_CaesarCipher/A20_F49_O_A02_WhileTrueBreak,0
F04_Fibonacci/A06_F04_S_FastDouble,F33_LCP/A03_F33_S_DivideConquer,0
F49_CaesarCipher/A02_F49_S_PtrArithmetic,F37_TrimSpace/A14_F37_O_A02_StaticBuf,0
F36_CaseToggle/A20_F36_O_A02_WhileTrue,F28_IsPalindrome/A02_F28_S_Recursive,0
F22_InsertionSort/A06_F22_S_SwapBased,F22_InsertionSort/A19_F22_O_A01_JumpTable,1
F45_GrayCode/A02_F45_S_Loop,F45_GrayCode/A05_F45_S_Byte,1
F24_ArraySum/A19_F24_O_A01_JumpTable,F17_ArrayRotate/A05_F17_S_BlockSwap,0
F27_StrCmp/A11_F27_O_A01_Opaque,F23_LinearSearch/A19_F23_O_A02_RecursiveFlatten,0
F30_SubStrFind/A04_F30_S_ReverseSearch,F30_SubStrFind/A05_F30_S_Recursive,1
F23_LinearSearch/A11_F23_O_A03_LogicWrap,F23_LinearSearch/A14_F23_O_A06_DoubleNegation,1
F34_CharFrequency/A07_F34_S_DivideConquer,F34_CharFrequency/A18_F34_O_A08_StateFlag,1
F39_TitleCase/A02_F39_S_PtrArith,F39_TitleCase/A03_F39_S_Recursive,1
F20_SelectionSort/A16_F20_O_A01_Opaque,F05_Sqrt/A02_F05_O_A01_Flat,0
F25_ArrayAverage/A02_F25_S_IncrementalMean,F25_ArrayAverage/A14_F25_O_A01_DummyLoop,1
F13_QuickSort/A08_F13_O_A01_CFP,F13_QuickSort/A17_F13_O_A01_DummyLoop,1
F49_CaesarCipher/A10_F49_O_A04_RedundantLogic,F49_CaesarCipher/A12_F49_O_A05_SwitchCase,1
F25_ArrayAverage/A04_F25_S_Recursive,F25_ArrayAverage/A15_F25_O_A01_Opaque,1
F39_TitleCase/A21_F39_O_A07_BufferShuffle,F21_ShellSort/A05_F21_S_Pointer,0
F34_CharFrequency/A19_F34_O_A01_LongLong,F31_WordCount/A21_F31_O_A07_ArraySim,0
F40_HexToInt/A18_F40_O_A01_DoubleNeg,F42_HammingDistance/A12_F42_O_A06_Arith,0
F04_Fibonacci/A14_F04_O_A01_VariableSplitting,F39_TitleCase/A07_F39_S_Strtok,0
F03_Factorial/A04_F03_S_Recursive,F03_Factorial/A12_F03_S_GammaApprox,1
F42_HammingDistance/A08_F42_O_A01_Flattening,F42_HammingDistance/A15_F42_O_A07_Alias,1
F26_StrLen/A04_F26_S_Recursive,F26_StrLen/A15_F26_O_A01_Volatile,1
F23_LinearSearch/A08_F23_O_A01_CFP_Switch,F23_LinearSearch/A19_F23_O_A02_RecursiveFlatten,1
F27_StrCmp/A02_F27_S_ArrayIndex,F27_StrCmp/A09_F27_O_A01_Flattening,1
F34_CharFrequency/A11_F34_O_A01_Goto,F50_IntToRoman/A08_F50_O_A02_VariableSplit,0
F04_Fibonacci/A05_F04_S_MatrixExp,F28_IsPalindrome/A21_F28_O_A03_CommaOp,0
F45_GrayCode/A07_F45_S_Parity,F45_GrayCode/A20_F45_O_A01_Redundant,1
F31_WordCount/A19_F31_O_A03_Ternary,F37_TrimSpace/A21_F37_O_A01_ArithmeticShift,0
F26_StrLen/A05_F26_S_Recursive_Tail,F46_Base64Encode/A11_F46_O_A01_Unroll,0
F27_StrCmp/A08_F27_S_LibStyle,F48_RLEEncode/A04_F48_S_BufferStep,0
F19_RemoveDuplicates/A08_F19_O_A01_CFP,F19_RemoveDuplicates/A18_F19_O_A03_DummyLoop,1
F42_HammingDistance/A02_F42_S_BitCompare,F50_IntToRoman/A01_F50_S_Greedy_Arrays,0
F21_ShellSort/A06_F21_S_XorSwapInsertion,F21_ShellSort/A19_F21_O_A01_Unroll,1
F05_Sqrt/A19_F05_O_A06_Indirect,F48_RLEEncode/A13_F48_O_A06_TernaryChain,0
F37_TrimSpace/A15_F37_O_A01_DoubleLoop,F45_GrayCode/A04_F45_S_Math,0
F20_SelectionSort/A20_F20_O_A04_VarSplit,F50_IntToRoman/A19_F50_S_Buffer_Unrolling,0
F27_StrCmp/A02_F27_S_ArrayIndex,F38_ReverseWords/A13_F38_O_A04_Bitwise,0
F46_Base64Encode/A14_F46_O_A04_DummyLoop,F25_ArrayAverage/A11_F25_O_A01_DoubleNeg,0
F30_SubStrFind/A14_F30_O_A08_Bitwise,F40_HexToInt/A18_F40_O_A01_DoubleNeg,0
F34_CharFrequency/A05_F34_S_XorZero,F34_CharFrequency/A16_F34_O_A06_PtrMap,1
F13_QuickSort/A04_F13_S_TailRecursive,F13_QuickSort/A07_F13_O_A01_Goto,1
F44_ByteSwap/A13_F44_S_XOR_Swap,F44_ByteSwap/A16_F44_O_A05_JunkCode,1
F12_BubbleSort/A04_F12_S_Recursive,F34_CharFrequency/A19_F34_O_A01_LongLong,0
F19_RemoveDuplicates/A14_F19_O_A01_MathIdent,F19_RemoveDuplicates/A15_F19_O_A05_JumpTable,1
F42_HammingDistance/A15_F42_O_A07_Alias,F42_HammingDistance/A19_F42_O_A04_Ptr,1
F20_SelectionSort/A04_F20_S_DualSelection,F40_HexToInt/A13_F40_O_A03_Indirection,0
F23_LinearSearch/A07_F23_O_A01_Goto,F23_LinearSearch/A20_F23_O_A01_IncrementConfusion,1
F04_Fibonacci/A06_F04_S_FastDouble,F04_Fibonacci/A15_F04_O_A06_BitwiseShiftReplace,1
F42_HammingDistance/A13_F42_O_A02_Junk,F42_HammingDistance/A16_F42_O_A01_Logic,1
F11_BinarySearch/A01_F11_S_Iterative,F11_BinarySearch/A07_F11_S_Bitwise,1
F05_Sqrt/A06_F05_S_BitByBit,F05_Sqrt/A13_F05_O_A12_Redundant,1
F05_Sqrt/A09_F05_O_A08_ExpLog,F05_Sqrt/A10_F05_S_Linear,1
F04_Fibonacci/A14_F04_O_A01_VariableSplitting,F47_XorCipher/A07_F47_O_A01_Goto,0
F13_QuickSort/A21_F13_O_A03_Arithmetic,F48_RLEEncode/A01_F48_S_ClassicIterative,0
F14_ArrayReverse/A01_F14_S_TwoPointer,F14_ArrayReverse/A13_F14_O_A01_VarSplit,1
F10_Log2/A01_F10_S_ShiftCount,F10_Log2/A20_F10_O_A02_IncDec,1
F20_SelectionSort/A03_F20_S_Recursive,F20_SelectionSort/A08_F20_O_A01_CFP,1
F25_ArrayAverage/A10_F25_O_A01_MathLogic,F36_CaseToggle/A04_F36_S_LibraryCtype,0
F23_LinearSearch/A09_F23_O_A02_TernaryRec,F23_LinearSearch/A17_F23_O_A04_JumpChain,1
F25_ArrayAverage/A05_F25_S_Unrolled,F25_ArrayAverage/A18_F25_O_A01_PtrOffset,1
F26_StrLen/A20_F26_O_A01_PointerInc,F26_StrLen/A21_F26_O_A10_BitNotTail,1
F40_HexToInt/A06_F40_S_Lib,F40_HexToInt/A21_F40_O_A06_Wrapper,1
F44_ByteSwap/A18_F44_O_A17_Unrolled_Loop,F44_ByteSwap/A19_F44_S_DuoPointer,1
F29_AnagramCheck/A12_F29_O_A01_VarSplit,F29_AnagramCheck/A20_F29_O_A04_IterativeRec,1
F44_ByteSwap/A09_F44_S_Stack_Buffer,F47_XorCipher/A18_F47_O_A02_RecursiveFlatten,0
F19_RemoveDuplicates/A04_F19_S_PointerScan,F19_RemoveDuplicates/A12_F19_O_A03_LogicWrap,1
F46_Base64Encode/A10_F46_O_A05_VarSplit,F38_ReverseWords/A06_F38_S_InPlaceShift,0
F46_Base64Encode/A06_F46_S_BitField,F30_SubStrFind/A02_F30_S_PointerArithmetic,0
F32_StrCompress/A12_F32_O_A01_VarSplit,F32_StrCompress/A15_F32_O_A07_WhileTrue,1
F11_BinarySearch/A12_F11_O_A01_Bitshift,F11_BinarySearch/A16_F11_O_A05_Flat,1
F36_CaseToggle/A13_F36_O_A01_BitwiseSub,F48_RLEEncode/A19_F48_O_A01_IncrConfusion,0
F29_AnagramCheck/A21_F29_O_A05_SwitchXor,F48_RLEEncode/A04_F48_S_BufferStep,0
F17_ArrayRotate/A01_F17_S_Reversal,F17_ArrayRotate/A12_F17_O_A01_Arithmetic,1
F05_Sqrt/A16_F05_S_TableLookup,F05_Sqrt/A18_F05_O_A01_DoubleVar,1
F21_ShellSort/A12_F21_O_A01_VarSplit,F21_ShellSort/A13_F21_O_A05_Bitshift,1
F12_BubbleSort/A13_F12_O_A12_IndirectCmp,F39_TitleCase/A07_F39_S_Strtok,0
F42_HammingDistance/A15_F42_O_A07_Alias,F23_LinearSearch/A06_F23_S_BitwiseCheck,0
F23_LinearSearch/A07_F23_O_A01_Goto,F45_GrayCode/A13_F45_O_A02_StepSplit,0
F29_AnagramCheck/A08_F29_S_StdLibBsearch,F29_AnagramCheck/A14_F29_O_A05_Redundant,1
F03_Factorial/A04_F03_S_Recursive,F03_Factorial/A20_F03_S_Indirect,1
F11_BinarySearch/A03_F11_S_Deferred,F45_GrayCode/A15_F45_O_A05_Alias,0
F01_Sum/A07_F01_S_Formula,F03_Factorial/A17_F03_O_A16_XORTable,0
F27_StrCmp/A19_F27_O_A02_IndexStep,F30_SubStrFind/A11_F30_O_A02_Goto,0
F11_BinarySearch/A05_F11_S_Exponential,F11_BinarySearch/A21_F11_O_A02_Trampoline,1
F48_RLEEncode/A06_F48_S_MemmoveStyle,F48_RLEEncode/A18_F48_O_A03_JumpTable,1
F23_LinearSearch/A01_F23_S_BasicIter,F23_LinearSearch/A12_F23_O_A04_VarSplit,1
F20_SelectionSort/A02_F20_S_PointerArithmetic,F20_SelectionSort/A04_F20_S_DualSelection,1
F24_ArraySum/A02_F24_S_PointerArithmetic,F25_ArrayAverage/A01_F25_S_ClassicDouble,0
F12_BubbleSort/A14_F12_S_OddEvenSort,F12_BubbleSort/A19_F12_O_A04_TailRec,1
F46_Base64Encode/A05_F46_S_LookupTable,F46_Base64Encode/A11_F46_O_A01_Unroll,1
F12_BubbleSort/A03_F12_O_A01_Goto,F46_Base64Encode/A01_F46_S_BitShift,0
F01_Sum/A16_F01_S_Bitwise_Add,F37_TrimSpace/A20_F37_O_A01_WhileTrue,0
F23_LinearSearch/A06_F23_S_BitwiseCheck,F23_LinearSearch/A16_F23_O_A03_DuffDevice,1
F22_InsertionSort/A02_F22_S_BinaryInsertion,F23_LinearSearch/A18_F23_O_A06_BitwiseNegation,0
F13_QuickSort/A13_F13_O_A01_Unroll,F19_RemoveDuplicates/A12_F19_O_A03_LogicWrap,0
F22_InsertionSort/A06_F22_S_SwapBased,F40_HexToInt/A11_F40_O_A01_VarSplit,0
F17_ArrayRotate/A01_F17_S_Reversal,F03_Factorial/A08_F03_S_DP_Table,0
F20_SelectionSort/A08_F20_O_A01_CFP,F17_ArrayRotate/A03_F17_S_Auxiliary,0
F39_TitleCase/A21_F39_O_A07_BufferShuffle,F21_ShellSort/A07_F21_S_LinearScan,0
F19_RemoveDuplicates/A19_F19_O_A01_WhileTrue,F43_IsPowerOfTwo/A18_F43_O_A01_DoubleNegation,0
F10_Log2/A16_F10_O_A01_ArithmeticIdent,F10_Log2/A19_F10_O_A01_WhileTrue,1
F22_InsertionSort/A03_F22_S_Recursive,F22_InsertionSort/A12_F22_O_A01_Ternary,1
F19_RemoveDuplicates/A04_F19_S_PointerScan,F19_RemoveDuplicates/A17_F19_O_A01_Unroll,1
F26_StrLen/A21_F26_O_A10_BitNotTail,F33_LCP/A21_F33_O_A04_LogicTernary,0
F29_AnagramCheck/A07_F29_S_DualPointer,F29_AnagramCheck/A14_F29_O_A05_Redundant,1
F21_ShellSort/A01_F21_S_ShellGap,F21_ShellSort/A21_F21_O_A01_StackSim,1
F01_Sum/A13_F01_S_TailRecursive,F44_ByteSwap/A13_F44_S_XOR_Swap,0
F01_Sum/A09_F01_O_A07_Expanded,F01_Sum/A10_F01_S_While,1
F27_StrCmp/A11_F27_O_A01_Opaque,F14_ArrayReverse/A11_F14_O_A02_Opaque,0
F19_RemoveDuplicates/A09_F19_O_A05_Ternary,F19_RemoveDuplicates/A13_F19_O_A04_PtrOffset,1
F23_LinearSearch/A06_F23_S_BitwiseCheck,F23_LinearSearch/A10_F23_O_A02_OpaquePredicate,1
F25_ArrayAverage/A14_F25_O_A01_DummyLoop,F45_GrayCode/A16_F45_O_A01_Arithmetic,0
F22_InsertionSort/A15_F22_O_A03_TailRec,F34_CharFrequency/A16_F34_O_A06_PtrMap,0
F20_SelectionSort/A16_F20_O_A01_Opaque,F01_Sum/A02_F01_O_A01_Flat,0
F31_WordCount/A07_F31_S_FlagToggle,F31_WordCount/A13_F31_O_A07_Bitwise,1
F32_StrCompress/A18_F32_O_A03_TailRec,F28_IsPalindrome/A11_F28_O_A04_OpaquePredicate,0
F23_LinearSearch/A10_F23_O_A02_OpaquePredicate,F23_LinearSearch/A14_F23_O_A06_DoubleNegation,1
F26_StrLen/A11_F26_S_SentinelLogic,F47_XorCipher/A02_F47_S_Recursive,0
F32_StrCompress/A12_F32_O_A01_VarSplit,F32_StrCompress/A14_F32_O_A01_Redundant,1
F20_SelectionSort/A03_F20_S_Recursive,F20_SelectionSort/A15_F20_O_A01_Unroll,1
F42_HammingDistance/A11_F42_O_A01_VarSplit,F38_ReverseWords/A15_F38_O_A01_DoublePtr,0
F29_AnagramCheck/A05_F29_S_BitwiseXorSum,F47_XorCipher/A08_F47_O_A01_CFP,0
F17_ArrayRotate/A13_F17_O_A06_VarSplit,F40_HexToInt/A10_F40_O_A01_Goto,0
F05_Sqrt/A10_F05_S_Linear,F05_Sqrt/A15_F05_O_A14_Ternary,1
F26_StrLen/A05_F26_S_Recursive_Tail,F26_StrLen/A10_F26_S_BitwiseCheck,1
F21_ShellSort/A01_F21_S_ShellGap,F50_IntToRoman/A01_F50_S_Greedy_Arrays,0
F43_IsPowerOfTwo/A05_F43_S_Recursive,F43_IsPowerOfTwo/A15_F43_O_A02_WhileToFor,1
F30_SubStrFind/A05_F30_S_Recursive,F22_InsertionSort/A02_F22_S_BinaryInsertion,0
F37_TrimSpace/A10_F37_O_A01_Opaque,F37_TrimSpace/A18_F37_O_A03_TailRec,1
F38_ReverseWords/A04_F38_S_BackScan,F38_ReverseWords/A10_F38_O_A01_VarSplit,1
F03_Factorial/A01_F03_S_Iterative,F03_Factorial/A16_F03_S_LookupTable,1
F24_ArraySum/A03_F24_S_RecursiveSimple,F17_ArrayRotate/A06_F17_S_FullCopy,0
F23_LinearSearch/A16_F23_O_A03_DuffDevice,F23_LinearSearch/A20_F23_O_A01_IncrementConfusion,1
F46_Base64Encode/A04_F46_S_ByteByByte,F21_ShellSort/A08_F21_S_SedgewickLow,0
F49_CaesarCipher/A12_F49_O_A05_SwitchCase,F43_IsPowerOfTwo/A09_F43_O_A01_Flattening,0
F31_WordCount/A02_F31_S_Strtok,F31_WordCount/A13_F31_O_A07_Bitwise,1
F29_AnagramCheck/A02_F29_S_Sorting,F29_AnagramCheck/A14_F29_O_A05_Redundant,1
F11_BinarySearch/A06_F11_S_Fibonacci,F29_AnagramCheck/A06_F29_S_LookupTable,0
F39_TitleCase/A19_F39_O_A01_NestedState,F31_WordCount/A07_F31_S_FlagToggle,0
F17_ArrayRotate/A04_F17_S_StepByStep,F17_ArrayRotate/A05_F17_S_BlockSwap,1
F32_StrCompress/A01_F32_S_NaiveIter,F39_TitleCase/A09_F39_O_A01_Flattening,0
F32_StrCompress/A16_F32_O_A02_PtrArith,F39_TitleCase/A08_F39_S_DoublePass,0
F26_StrLen/A05_F26_S_Recursive_Tail,F04_Fibonacci/A10_F04_O_A02_TernaryRecursive,0
F23_LinearSearch/A04_F23_S_TwoWay,F23_LinearSearch/A16_F23_O_A03_DuffDevice,1
F37_TrimSpace/A06_F37_S_LookupTable,F37_TrimSpace/A13_F37_O_A08_Bitwise,1
F01_Sum/A11_F01_O_A10_Redundant,F01_Sum/A16_F01_S_Bitwise_Add,1
F36_CaseToggle/A01_F36_S_NaiveArithmetic,F36_CaseToggle/A08_F36_S_Branchless,1
F34_CharFrequency/A09_F34_O_A01_Flattening,F47_XorCipher/A10_F47_O_A03_VarSplit,0
F27_StrCmp/A04_F27_S_LengthCheck,F27_StrCmp/A11_F27_O_A01_Opaque,1
F05_Sqrt/A08_F05_S_MathLib,F05_Sqrt/A12_F05_S_OddSubtraction,1
F23_LinearSearch/A07_F23_O_A01_Goto,F23_LinearSearch/A21_F23_O_A05_PtrOffset,1
F40_HexToInt/A13_F40_O_A03_Indirection,F44_ByteSwap/A01_F44_S_Bitwise_Standard,0
F32_StrCompress/A21_F32_O_A01_LongLong,F14_ArrayReverse/A10_F14_O_A03_Goto,0
F10_Log2/A05_F10_S_BitPattern,F10_Log2/A08_F10_O_A01_CFP_Switch,1
F04_Fibonacci/A07_F04_O_A01_ControlFlowFlattening,F04_Fibonacci/A21_F04_O_A01_DuffStyleLoop,1
F27_StrCmp/A02_F27_S_ArrayIndex,F27_StrCmp/A15_F27_O_A01_Struct,1
F47_XorCipher/A05_F47_S_Block,F47_XorCipher/A15_F47_O_A06_DoubleNeg,1
F12_BubbleSort/A20_F12_O_A08_Struct,F32_StrCompress/A13_F32_O_A05_Bitwise,0
F32_StrCompress/A05_F32_S_Lookback,F36_CaseToggle/A03_F36_S_LookupTable,0
F26_StrLen/A01_F26_S_Standard,F26_StrLen/A11_F26_S_SentinelLogic,1
F33_LCP/A01_F33_S_Vertical,F28_IsPalindrome/A03_F28_S_ReverseCompare,0
F20_SelectionSort/A06_F20_S_InvertedLoop,F20_SelectionSort/A08_F20_O_A01_CFP,1
F34_CharFrequency/A11_F34_O_A01_Goto,F47_XorCipher/A04_F47_S_TwoWay,0
F42_HammingDistance/A07_F42_S_LUT,F42_HammingDistance/A21_F42_O_A03_Flatten_Opaque,1
F47_XorCipher/A17_F47_O_A05_Ternary,F33_LCP/A09_F33_O_A02_MathIdent,0
F03_Factorial/A01_F03_S_Iterative,F03_Factorial/A21_F03_O_A20_JumpTable,1
F11_BinarySearch/A02_F11_S_Recursive,F11_BinarySearch/A18_F11_O_A01_Arithmetic,1
F25_ArrayAverage/A15_F25_O_A01_Opaque,F25_ArrayAverage/A18_F25_O_A01_PtrOffset,1
F17_ArrayRotate/A04_F17_S_StepByStep,F29_AnagramCheck/A16_F29_O_A07_PointerArithmetic,0
F46_Base64Encode/A06_F46_S_BitField,F46_Base64Encode/A14_F46_O_A04_DummyLoop,1
F21_ShellSort/A10_F21_O_A01_Flatten,F48_RLEEncode/A08_F48_O_A01_CFP_Switch,0
F33_LCP/A06_F33_S_RecursiveStep,F33_LCP/A08_F33_O_A01_CFP_Switch,1
F45_GrayCode/A02_F45_S_Loop,F38_ReverseWords/A15_F38_O_A01_DoublePtr,0
F25_ArrayAverage/A07_F25_O_A01_Goto,F47_XorCipher/A17_F47_O_A05_Ternary,0
F36_CaseToggle/A04_F36_S_LibraryCtype,F36_CaseToggle/A18_F36_O_A08_StateFlag,1
F13_QuickSort/A06_F13_S_PointerSwap,F13_QuickSort/A12_F13_O_A03_LogicWrap,1
F23_LinearSearch/A01_F23_S_BasicIter,F23_LinearSearch/A11_F23_O_A03_LogicWrap,1
F42_HammingDistance/A13_F42_O_A02_Junk,F42_HammingDistance/A21_F42_O_A03_Flatten_Opaque,1
F12_BubbleSort/A16_F12_S_JumpTable,F12_BubbleSort/A18_F12_O_A01_DoubleArray,1
F40_HexToInt/A09_F40_O_A02_Opaque,F39_TitleCase/A03_F39_S_Recursive,0
F24_ArraySum/A05_F24_S_UnrolledFour,F14_ArrayReverse/A01_F14_S_TwoPointer,0
F26_StrLen/A06_F26_S_Block4,F43_IsPowerOfTwo/A01_F43_S_Bitwise,0
F30_SubStrFind/A13_F30_O_A03_Redundant,F22_InsertionSort/A19_F22_O_A01_JumpTable,0
F42_HammingDistance/A02_F42_S_BitCompare,F50_IntToRoman/A02_F50_S_Hardcoded_PlaceValues,0
F12_BubbleSort/A11_F12_O_A10_Pointer,F48_RLEEncode/A07_F48_O_A01_Goto,0
F04_Fibonacci/A02_F04_S_Recursive,F03_Factorial/A10_F03_S_BinarySplit,0
F04_Fibonacci/A05_F04_S_MatrixExp,F49_CaesarCipher/A04_F49_S_LookupTable,0
F14_ArrayReverse/A12_F14_O_A06_Arithmetic,F14_ArrayReverse/A21_F14_O_A02_TailRec,1
F45_GrayCode/A21_F45_O_A01_Proxy,F14_ArrayReverse/A21_F14_O_A02_TailRec,0
F44_ByteSwap/A11_F44_S_BitField,F44_ByteSwap/A17_F44_S_Register_Simulation,1
F46_Base64Encode/A11_F46_O_A01_Unroll,F43_IsPowerOfTwo/A01_F43_S_Bitwise,0
F34_CharFrequency/A03_F34_S_Recursive,F28_IsPalindrome/A20_F28_O_A06_DoublePointer,0
F22_InsertionSort/A06_F22_S_SwapBased,F40_HexToInt/A02_F40_S_Bitshift,0
F43_IsPowerOfTwo/A18_F43_O_A01_DoubleNegation,F48_RLEEncode/A10_F48_O_A03_PointerOffset,0
F20_SelectionSort/A05_F20_S_ValueSwapLogic,F43_IsPowerOfTwo/A01_F43_S_Bitwise,0
F11_BinarySearch/A15_F11_O_A02_Tail,F11_BinarySearch/A19_F11_O_A03_Struct,1
F33_LCP/A16_F33_O_A06_IncrConfusion,F50_IntToRoman/A11_F50_S_Bitwise_Simulated_Reduction,0
F46_Base64Encode/A06_F46_S_BitField,F46_Base64Encode/A10_F46_O_A05_VarSplit,1
F20_SelectionSort/A04_F20_S_DualSelection,F46_Base64Encode/A15_F46_O_A01_Arithmetic,0
F11_BinarySearch/A12_F11_O_A01_Bitshift,F43_IsPowerOfTwo/A08_F43_S_LUT,0
F40_HexToInt/A03_F40_S_LUT,F40_HexToInt/A12_F40_O_A02_BitNoise,1
F21_ShellSort/A05_F21_S_Pointer,F21_ShellSort/A10_F21_O_A01_Flatten,1
F45_GrayCode/A08_F45_O_A01_Flattening,F45_GrayCode/A21_F45_O_A01_Proxy,1
F24_ArraySum/A21_F24_O_A01_Arithmetic,F27_StrCmp/A08_F27_S_LibStyle,0
